Name,Icon (Male),Icon (Female),Equip Slot,Caption,Weight,Damage Negation (Physical),Damage Negation (VS Strike),Damage Negation (VS Slash),Damage Negation (VS Pierce),Damage Negation (Magic),Damage Negation (Fire),Damage Negation (Lightning),Damage Negation (Holy),Immunity (Poison and Rot),Robustness (Blood),Frost,Focus (Madness),Sleep,Vitality (Death Blight),Poise,Sell Price,Drop Type,Obtainable,ID,Armor Set ID,Armor ID,Icon ID (Male),Icon ID (Female),Model ID,Armor Category,Sort Group ID,Sort ID,Resident SpEffect ID [1],Resident SpEffect ID [2],Resident SpEffect ID [3],Hidden Effect,Physical Negation (Raw),Strike Negation (Raw),Slash Negation (Raw),Pierce Negation (Raw),Magic Negation (Raw),Fire Negation (Raw),Lightning Negation (Raw),Holy Negation (Raw),Info (Unused)
Ronin's Armor,,-,Body,"Armor of the man who calls himself Shabriri.
Highly functional and heavily worn.

The man, once known as Yura, kept a woman in the deepest reaches of his heart.",8.5,10.5,10.5,11.2,10.5,11.9,12.4,13.4,11.9,66,48,-,52,-,57,6,200,White,Yes,150100,15,0100,13141,13141,1190,1,70,606060,-1,-1,-1,,0.895,0.888,0.895,0.895,0.881,0.876,0.866,0.881,Bloody Finger Hunter Yura's armor
Ronin's Armor (Altered),,-,Body,"Armor of the man who calls himself Shabriri.
Highly functional and heavily worn.

The man, once known as Yura, kept a woman in the deepest reaches of his heart.",7.6,8.8,8.8,9.5,8.8,10.2,10.9,11.9,10.2,54,38,-,42,-,45,4,200,White,Yes,151100,15,1100,13151,13151,1191,1,70,606070,-1,-1,-1,,0.912,0.905,0.912,0.912,0.898,0.891,0.881,0.898,Bloody Finger Hunter's armor
Eccentric's Armor,,-,Body,"Unusually colorful armor.
Worn by the knight Jerren.

Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became a guest commander for General Radahn.

And for the first time, the restless tumbleweed would be bound by honorable oath.",10.6,12.9,10.9,12.4,12.9,10.9,10.9,7.1,9.5,35,60,-,23,-,21,15,100,White,Yes,940100,94,0100,14551,14551,1460,1,70,606080,-1,-1,-1,,0.871,0.876,0.891,0.871,0.891,0.891,0.929,0.905,"Deathwatch, Jerren's armor"
Marionette Soldier Armor,,-,Body,"Armor of metal bands arranged in a lattice.
Worn by marionette soldiers, crafted to serve the sorcerers.

The construction of this armor is remarkably crude, now rusted over and severely dented.

For a doll, the only thing that matters is that it does not break.",8.8,11.9,8.8,13.5,8.8,8.8,8.8,6.7,8.8,24,50,-,21,-,18,14,100,White,Yes,840100,84,0100,14351,14351,2190,1,70,606090,-1,-1,-1,,0.881,0.865,0.912,0.912,0.912,0.912,0.933,0.912,Armor of lattice plate worn by marionette soldiers
Blue Silver Mail Armor,,-,Body,"Chainmail armor crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",9.2,12.4,9.5,12.9,11.4,10.9,10.2,8.0,8.0,25,60,-,18,-,18,14,500,Purple,Yes,240100,24,0100,13301,13301,1700,1,70,606100,-1,-1,-1,,0.876,0.871,0.905,0.886,0.891,0.898,0.92,0.92,Chainmail armor made of motherly silver
Blue Silver Mail Armor (Altered),,-,Body,"Chainmail armor crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",8.5,12.1,9.0,12.6,11.1,10.4,9.7,7.3,7.3,21,52,-,10,-,10,10,500,White,Yes,241100,24,1100,13311,13311,1701,1,70,606110,-1,-1,-1,,0.879,0.874,0.91,0.889,0.896,0.903,0.927,0.927,Armor made of motherly silver
Fire Monk Armor,,-,Body,"Black iron armor adorned with a red cloth.
Attire of the Fire Monks.

The grotesque face sculpted on the chest is said to depict the corrupt ancient god of the flame.
Taboos transform into lasting obsessions by virtue of the fear that they inspire.",11.8,14.0,12.4,13.5,12.4,10.9,13.3,9.5,9.5,32,55,-,24,-,24,16,100,White,Yes,350100,35,0100,13501,13501,1820,1,70,606120,-1,-1,-1,,0.86,0.865,0.876,0.876,0.891,0.867,0.905,0.905,Fire Monk armor adorned with a red cloth
Blackflame Monk Armor,,-,Body,"Black iron armor adorned with ashen cloth.
Attire of the Blackflame Monks.

The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",11.8,13.5,11.4,14.6,12.9,10.2,13.0,8.0,10.2,32,55,-,21,-,32,19,100,White,Yes,351100,35,1100,13511,13511,1825,1,70,606130,-1,-1,-1,,0.865,0.854,0.886,0.871,0.898,0.87,0.92,0.898,Godskin Monk armor adorned with a white cloth
Zamor Armor,,-,Body,"Armor worn by knights of Zamor, hailed as heroes in the War against the Giants.

These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",8.8,11.9,9.5,12.4,10.9,8.8,8.8,6.1,8.0,21,63,-,11,-,18,14,500,Purple,Yes,1070100,107,0100,14811,14811,2260,1,70,606140,-1,-1,-1,,0.881,0.876,0.905,0.891,0.912,0.912,0.939,0.92,Armor worn by an ancient hero
Black Knife Armor,,-,Body,"Scale armor used by the Black Knife Assassins, forged to make no sound.

Traces of power yet remain in its concealing veil, which muffles the sound of footsteps.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",9.2,11.4,10.9,12.4,12.4,8.8,9.5,6.7,11.4,28,46,-,23,-,23,14,500,White,Yes,180100,18,0100,13191,13191,1610,1,70,606150,6018010,-1,-1,,0.886,0.876,0.891,0.876,0.912,0.905,0.933,0.886,Armor used by the Black Blade Assassins
Black Knife Armor (Altered),,-,Body,"Armor used by the Black Knife Assassins.
Crafted with scale armor that makes no sound.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",9.0,11.3,10.8,12.3,12.3,8.7,9.4,6.6,11.3,25,42,-,21,-,21,12,500,White,Yes,181100,18,1100,13201,13201,1611,1,70,606160,-1,-1,-1,,0.887,0.877,0.892,0.877,0.913,0.906,0.934,0.887,Armor used by the Black Blade Assassins
Malenia's Armor,,-,Body,"Armor made of unalloyed gold.
Worn by Malenia, Blade of Miquella.

Malenia awaited Miquella at the foot of the husk.

""My brother will keep his promise. He possesses the wisdom, the allure, of a god—he is the most fearsome Empyrean of all.""",7.7,10.9,7.1,11.4,9.5,6.1,7.1,4.2,7.1,38,32,-,11,-,11,9,2000,White,Yes,770100,77,0100,14171,14171,1630,1,70,606170,-1,-1,-1,,0.891,0.886,0.929,0.905,0.939,0.929,0.958,0.929,Armor of Arbitress Malenia
Malenia's Armor (Altered),,-,Body,"Armor made of unalloyed gold.
Worn by Malenia, Blade of Miquella.

Malenia awaited Miquella at the foot of the husk.

""My brother will keep his promise. He possesses the wisdom, the allure, of a god—he is the most fearsome Empyrean of all.""",6.8,10.0,6.5,10.7,8.6,5.1,6.5,2.5,6.5,29,25,-,0,-,0,7,2000,White,Yes,771100,77,1100,14181,14181,1631,1,70,606180,-1,-1,-1,,0.9,0.893,0.935,0.914,0.949,0.935,0.975,0.935,Armor of Arbitress Malenia
Elden Lord Armor,,-,Body,"Armor of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",9.2,11.9,10.9,11.4,12.4,8.8,11.4,7.1,8.0,32,55,-,18,-,21,14,2000,White,Yes,460100,46,0100,13651,13651,2000,1,70,606190,-1,-1,-1,,0.881,0.886,0.891,0.876,0.912,0.886,0.929,0.92,"Armor of Godfrey, the first Elden Lord"
Elden Lord Armor (Altered),,-,Body,"Armor of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",8.4,11.1,9.9,10.6,11.6,7.7,10.6,6.4,6.8,22,45,-,10,-,16,10,2000,White,Yes,461100,46,1100,13661,13661,2001,1,70,606200,-1,-1,-1,,0.889,0.894,0.901,0.884,0.923,0.894,0.936,0.932,"Armor of Godfrey, the first Elden Lord"
Knight Armor,,-,Body,"Iron armor of an unknown knight.
It is made of thin iron plate.

Such metal armor is heavy, but provides considerable damage negation.",10.6,12.4,11.9,13.5,13.5,10.9,10.9,9.5,8.8,28,50,-,18,-,18,19,200,White,Yes,1500100,150,0100,14991,14991,1570,1,80,607000,-1,-1,-1,,0.876,0.865,0.881,0.865,0.891,0.891,0.905,0.912,Iron armor worn by foreign knights
Vagabond Knight Armor,,-,Body,"Chest piece of a knight banished from their motherland.
Dirty and battered after enduring a lengthy vagabond journey.

The crest emblazoned on the front is worn and dingy, no longer able to evoke sentiment.

Metal armor is heavy, but also sturdy, offering significant damage negation.",10.6,13.5,11.4,12.4,11.9,10.2,10.9,8.8,8.8,35,57,-,23,-,23,15,100,White,Yes,660100,66,0100,14011,14011,1280,1,80,607010,-1,-1,-1,,0.865,0.876,0.886,0.881,0.898,0.891,0.912,0.912,Armor of a banished knight
Vagabond Knight Armor (Altered),,-,Body,"Chest piece of a knight banished from their motherland.
Dirty and battered after enduring a lengthy vagabond journey.

The crest emblazoned on the front is worn and dingy, no longer able to evoke sentiment.

Metal armor is heavy, but also sturdy, offering significant damage negation.",9.6,13.2,10.5,12.2,11.7,9.1,10.5,8.3,8.3,29,50,-,19,-,19,12,100,White,Yes,661100,66,1100,14021,14021,1281,1,80,607020,-1,-1,-1,,0.868,0.878,0.895,0.883,0.909,0.895,0.917,0.917,Chest Piece of a banished knight
Carian Knight Armor,,-,Body,"Armor of the enchanted knights that once served the Carian royal family.

The enchanted knights, anointed by the Lunar Queen, were all heroes of the highest honors, but fell into disarray with the decline of the royal family.",10.4,11.8,10.8,12.3,11.8,12.3,11.8,9.4,11.8,28,46,-,21,-,23,12,500,White,Yes,980100,98,0100,14641,14641,1500,1,80,607030,-1,-1,-1,,0.882,0.877,0.892,0.882,0.877,0.882,0.906,0.882,Armor of enchanted Carian knights
Carian Knight Armor (Altered),,-,Body,"Armor of the enchanted knights that once served the Carian royal family.

The enchanted knights, anointed by the Lunar Queen, were all heroes of the highest honors, but fell into disarray with the decline of the royal family.",9.7,11.7,9.8,12.2,11.7,11.7,11.7,9.1,11.7,22,38,-,16,-,19,8,500,Purple,Yes,981100,98,1100,14651,14651,1501,1,80,607040,-1,-1,-1,,0.883,0.878,0.902,0.883,0.883,0.883,0.909,0.883,Armor of enchanted Carian knights
Godrick Knight Armor,,-,Body,"Armor worn by knights loyal to Godrick the Grafted.

Its left breast is emblazoned with a two-headed war axe, an emblem of the golden lineage.
The knights surely boasted of their strength in days long gone.",11.8,13.5,11.9,14.0,12.9,10.9,11.9,9.5,10.9,35,57,-,24,-,24,19,200,Purple,Yes,1770100,177,0100,15091,15091,2390,1,80,607050,-1,-1,-1,,0.865,0.86,0.881,0.871,0.891,0.881,0.905,0.891,Armor used by Stormveil Elite Knights
Godrick Knight Armor (Altered),,-,Body,"Armor worn by knights loyal to Godrick the Grafted.

Its left breast is emblazoned with a two-headed war axe, an emblem of the golden lineage.
The knights surely boasted of their strength in days long gone.",10.8,13.1,11.5,13.6,12.5,10.5,11.5,9.1,10.5,32,52,-,21,-,21,17,200,Purple,Yes,1771100,177,1100,15101,15101,2391,1,80,607060,-1,-1,-1,,0.869,0.864,0.885,0.875,0.895,0.885,0.909,0.895,Armor used by Stormveil Elite Knights
Cuckoo Knight Armor,,-,Body,"Armor worn by Raya Lucaria Academy knights.

Its left breast is emblazoned with a peering cuckoo, whence came their name.
Perhaps the bird's shrewd gaze is an expression of their refusal to be mere servants of the academy.",11.8,13.5,11.4,14.6,13.5,12.4,11.9,8.8,10.2,32,57,-,24,-,24,19,200,Purple,Yes,1780100,178,0100,15111,15111,2400,1,80,607070,-1,-1,-1,,0.865,0.854,0.886,0.865,0.876,0.881,0.912,0.898,Armor of Raya Lucaria Academy Elite Knights
Cuckoo Knight Armor (Altered),,-,Body,"Armor worn by Raya Lucaria Academy knights.

Its left breast is emblazoned with a peering cuckoo, whence came their name.
Perhaps the bird's shrewd gaze is an expression of their refusal to be mere servants of the academy.",10.8,13.1,11.0,14.2,13.1,12.0,11.5,8.4,9.8,29,52,-,21,-,21,17,200,Purple,Yes,1781100,178,1100,15121,15121,2401,1,80,607080,-1,-1,-1,,0.869,0.858,0.89,0.869,0.88,0.885,0.916,0.902,Armor of Raya Lucaria Academy Elite Knights
Redmane Knight Armor,,-,Body,"Armor worn by knights who fought by General Radahn's side.

When they were driven to defeat by Malenia's scarlet rot, the Redmane Knights burned the crest on the left breast of their armor to indicate their resolve.

""Alas, dear home, I shan't see you again! For our duty is to remain here, a bulwark against the blight.""",11.8,13.5,11.4,13.5,12.4,10.9,12.8,9.5,10.9,35,55,-,24,-,25,19,200,White,Yes,1800100,180,0100,15151,15151,2420,1,80,607090,-1,-1,-1,,0.865,0.865,0.886,0.876,0.891,0.872,0.905,0.891,Armor used by Elite Caelid Wilds Knights
Redmane Knight Armor (Altered),,-,Body,"Armor worn by knights who fought by General Radahn's side.

When they were driven to defeat by Malenia's scarlet rot, the Redmane Knights burned the crest on the left breast of their armor to indicate their resolve.

""Alas, dear home, I shan't see you again! For our duty is to remain here, a bulwark against the blight.""",10.8,13.1,11.0,13.1,12.0,10.5,12.4,9.1,10.5,32,50,-,21,-,22,17,200,White,Yes,1801100,180,1100,15161,15161,2421,1,80,607100,-1,-1,-1,,0.869,0.869,0.89,0.88,0.895,0.876,0.909,0.895,Armor used by Elite Caelid Wilds Knights
Gelmir Knight Armor,,-,Body,"Armor worn by knights once loyal to Praetor Rykard.

It bears an emblem that none wear any longer, standing as it does for a lord that fell from lofty ambition into gluttonous depravity.
As the lord lost his dignity, so too did these knights lose their master.",11.8,13.5,11.4,14.0,13.5,10.9,12.4,10.2,10.9,35,55,-,24,-,23,19,100,White,Yes,1760100,176,0100,15071,15071,2380,1,80,607110,-1,-1,-1,,0.865,0.86,0.886,0.865,0.891,0.876,0.898,0.891,Armor used by Capital Knights
Gelmir Knight Armor (Altered),,-,Body,"Armor worn by knights once loyal to Praetor Rykard.

It bears an emblem that none wear any longer, standing as it does for a lord that fell from lofty ambition into gluttonous depravity.
As the lord lost his dignity, so too did these knights lose their master.",10.8,13.1,11.0,13.6,13.1,10.5,12.0,9.8,10.5,32,50,-,21,-,21,17,100,White,Yes,1761100,176,1100,15081,15081,2381,1,80,607120,-1,-1,-1,,0.869,0.864,0.89,0.869,0.895,0.88,0.902,0.895,Armor used by Capital Knights
Leyndell Knight Armor,,-,Body,"Armor worn by knights sworn to defend the royal capital of Leyndell.

Its left breast is emblazoned with a symbol of Erdtree Worship, said to have once been imbued with an incantation of protection.",11.8,13.5,12.4,13.5,13.5,10.2,11.4,11.4,10.2,35,55,-,24,-,24,19,200,White,Yes,1790100,179,0100,15131,15131,2410,1,80,607130,-1,-1,-1,,0.865,0.865,0.876,0.865,0.898,0.886,0.886,0.898,Armor used by Elite Capital Knights
Leyndell Knight Armor (Altered),,-,Body,"Armor worn by knights sworn to defend the royal capital of Leyndell.

Its left breast is emblazoned with a symbol of Erdtree Worship, said to have once been imbued with an incantation of protection.",10.8,13.1,12.0,13.1,13.1,9.8,11.0,11.0,9.8,32,50,-,21,-,21,17,200,White,Yes,1791100,179,1100,15141,15141,2411,1,80,607140,-1,-1,-1,,0.869,0.869,0.88,0.869,0.902,0.89,0.89,0.902,Armor used by Elite Capital Knights
Haligtree Knight Armor,,-,Body,"Armor worn by knights sworn to the Haligtree.

Its left breast is emblazoned with the crest of the Haligtree.
Though watered with Miquella's own blood since it was a sapling, the Haligtree ultimately failed to grow into an Erdtree.",11.8,13.5,12.4,13.5,13.5,10.2,11.4,9.5,11.4,35,57,-,24,-,25,16,200,White,Yes,1820100,182,0100,15191,15191,2440,1,80,607150,-1,-1,-1,,0.865,0.865,0.876,0.865,0.898,0.886,0.905,0.886,Armor used by Elite Knights of Miquella
Haligtree Knight Armor (Altered),,-,Body,"Armor worn by knights sworn to the Haligtree.

Its left breast is emblazoned with the crest of the Haligtree.
Though watered with Miquella's own blood since it was a sapling, the Haligtree ultimately failed to grow into an Erdtree.",10.8,13.1,12.0,13.1,13.1,9.8,11.0,9.1,11.0,32,52,-,21,-,22,14,200,White,Yes,1821100,182,1100,15201,15201,2441,1,80,607160,-1,-1,-1,,0.869,0.869,0.88,0.869,0.902,0.89,0.909,0.89,Armor used by Elite Knights of Miquella
Mausoleum Knight Armor,,-,Body,"Armor worn by headless knights who endlessly guard the Wandering Mausoleum.

The wing-shaped ornaments on its back evoke the Deathbird. A self-inflicted curse that ties the spirits of these loyal knights to the land, having willingly beheaded themselves so that they may serve their masters in death.",11.8,13.5,11.4,14.6,12.9,10.9,11.4,10.2,11.4,35,55,-,24,-,23,21,200,White,Yes,1810100,181,0100,15171,15171,2430,1,80,607170,-1,-1,-1,,0.865,0.854,0.886,0.871,0.891,0.886,0.898,0.886,Armor used by Elite Mausoleum Knights
Mausoleum Knight Armor (Altered),,-,Body,"Armor worn by headless knights who endlessly guard the Wandering Mausoleum.

The wing-shaped ornaments on its back evoke the Deathbird. A self-inflicted curse that ties the spirits of these loyal knights to the land, having willingly beheaded themselves so that they may serve their masters in death.",10.8,13.1,11.0,14.2,12.5,10.5,11.0,9.8,11.0,32,50,-,21,-,21,18,200,White,Yes,1811100,181,1100,15181,15181,2431,1,80,607180,-1,-1,-1,,0.869,0.858,0.89,0.875,0.895,0.89,0.902,0.89,Armor used by Elite Mausoleum Knights
Bloodhound Knight Armor,,-,Body,"Metal armor with a jutting breastplate.
Worn by the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",10.6,12.4,11.4,14.0,13.5,9.5,10.2,7.1,10.2,32,50,-,23,-,23,14,1000,White,Yes,790100,79,0100,14211,14211,1850,1,80,607190,-1,-1,-1,,0.876,0.86,0.886,0.865,0.905,0.898,0.929,0.898,Beast-like armor of the Bloodhound Knights
Bloodhound Knight Armor (Altered),,-,Body,"Metal armor with a jutting breastplate.
Worn by the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",9.6,12.1,11.1,13.7,13.2,9.2,9.9,6.8,9.9,29,45,-,21,-,21,12,1000,White,Yes,791100,79,1100,14221,14221,1851,1,80,607200,-1,-1,-1,,0.879,0.863,0.889,0.868,0.908,0.901,0.932,0.901,Beast-like armor of the Bloodhound Knights
Cleanrot Armor,,-,Body,"Armor of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering.

The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles the fiercest of all.",15.0,14.6,13.4,16.0,17.5,12.6,12.8,11.4,13.5,63,67,-,28,-,32,23,200,White,Yes,340100,34,0100,13481,13481,1810,1,80,607210,-1,-1,-1,,0.854,0.84,0.866,0.825,0.874,0.872,0.886,0.865,Armor of a Wing Knight. Somewhat decayed...
Cleanrot Armor (Altered),,-,Body,"Armor of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering.

The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles the fiercest of all.",13.7,13.5,12.4,14.6,16.0,11.9,12.4,10.2,13.0,52,54,-,22,-,22,17,200,White,Yes,341100,34,1100,13491,13491,1811,1,80,607220,-1,-1,-1,,0.865,0.854,0.876,0.84,0.881,0.876,0.898,0.87,Armor of a Wing Knight. Somewhat decayed…
Raging Wolf Armor,,-,Body,"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold.

According to the old legends, wolves are the shadows of the Empyrean, and this is what Vargram aspired to be.",10.1,13.2,11.6,13.2,12.6,9.9,11.1,6.8,9.2,31,55,-,17,-,17,15,200,White,Yes,860100,86,0100,14371,14371,1350,1,90,608000,-1,-1,-1,,0.868,0.868,0.884,0.874,0.901,0.889,0.932,0.908,Armor of Vargram the Bloody Wolf
Raging Wolf Armor (Altered),,-,Body,"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold.

According to the old legends, wolves are the shadows of the Empyrean, and this is what Vargram aspired to be.",9.0,12.8,10.8,12.8,12.3,8.7,10.8,6.6,8.7,25,50,-,10,-,10,12,200,White,Yes,861100,86,1100,14381,14381,1351,1,90,608010,-1,-1,-1,,0.872,0.872,0.892,0.877,0.913,0.892,0.934,0.913,Breastplate of Vargram the Bloody Wolf
Hoslow's Armor,,-,Body,"Garish silver armor decorated with red embellishments.
Passed down through the Hoslow family.

When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused.

""I have already walked many a road drenched in blood, yet never would I consider myself a champion.""",11.8,14.0,11.9,13.5,12.4,10.9,11.9,10.2,10.2,38,60,-,24,-,24,16,3000,White,Yes,650100,65,0100,13991,13991,1270,1,90,608020,-1,-1,-1,,0.86,0.865,0.881,0.876,0.891,0.881,0.898,0.898,Armor passed down through the Hoslow family
Hoslow's Armor (Altered),,-,Body,"Garish silver armor decorated with red embellishments.
Passed down through the Hoslow family.

When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused.

""I have already walked many a road drenched in blood, yet never would I consider myself a champion.""",10.8,13.6,11.5,12.5,12.0,10.3,11.0,8.9,8.9,32,52,-,21,-,21,13,3000,White,Yes,652100,65,2100,14001,14001,1271,1,90,608030,-1,-1,-1,,0.864,0.875,0.885,0.88,0.897,0.89,0.911,0.911,Armor passed down through the Hoslow family
Twinned Armor,,-,Body,"Armor depicting entwined twins of gold and silver.

The two known as D are inseparable twins.
They are of two bodies and two minds, but one single soul. Not once do they stand together; not one word do they speak to one another.

Perhaps this armor longs to find its way to the other D.",13.7,14.6,13.4,16.0,13.5,12.4,12.4,10.2,11.4,38,60,-,24,-,60,21,1000,Purple,Yes,600100,60,0100,13881,13881,1220,1,90,608040,-1,-1,-1,,0.854,0.84,0.866,0.865,0.876,0.876,0.898,0.886,"Armor worn by D, Knight of the Golden Order"
Twinned Armor (Altered),,-,Body,"Armor depicting entwined twins of gold and silver.

The two known as D are inseparable twins.
They are of two bodies and two minds, but one single soul. Not once do they stand together; not one word do they speak to one another.

Perhaps this armor longs to find its way to the other D.",12.8,14.0,12.9,15.3,12.9,11.9,11.9,9.5,10.9,32,52,-,21,-,52,17,1000,Purple,Yes,601100,60,1100,13891,13891,1221,1,90,608050,-1,-1,-1,,0.86,0.847,0.871,0.871,0.881,0.881,0.905,0.891,"Armor worn by D, Knight of the Golden Order"
Drake Knight Armor,,-,Body,"Black iron armor worn by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

The cape is crafted with dragon wing membrane.",9.2,11.4,9.5,11.9,11.4,10.2,11.4,8.8,10.2,25,46,-,21,-,21,14,500,White,Yes,60100,6,0100,13021,13021,1100,1,90,608060,-1,-1,-1,,0.886,0.881,0.905,0.886,0.898,0.886,0.912,0.898,Malformed armor fused with dragon flesh
Drake Knight Armor (Altered),,-,Body,"Black iron armor worn by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",8.3,11.2,8.6,11.2,10.7,8.0,9.5,6.7,8.0,21,34,-,10,-,10,8,500,White,Yes,61100,6,1100,13031,13031,1101,1,90,608070,-1,-1,-1,,0.888,0.888,0.914,0.893,0.92,0.905,0.933,0.92,Malformed armor fused with dragon flesh
Blaidd's Armor,,-,Body,"Well-worn black armor of the man-wolf Blaidd.

The pelt serves as a cape, protecting from cold.
Blaidd was the blade of Ranni, but the cold bothered him anyway.",13.7,14.6,12.9,14.6,15.3,11.4,12.6,10.2,11.9,38,76,-,25,-,25,24,500,White,Yes,170100,17,0100,13171,13171,1600,1,90,608080,-1,-1,-1,,0.854,0.854,0.871,0.847,0.886,0.874,0.898,0.881,"Armor of Blaidd, Knight of Ranni"
Blaidd's Armor (Altered),,-,Body,"Well-worn black armor of the man-wolf Blaidd.

Blaidd, who served as Ranni's shadow, was a loyal ally who would defy destiny itself if it would have him turn upon his Lady.",12.5,14.0,12.4,14.0,14.6,10.9,12.4,9.5,11.4,32,57,-,22,-,21,20,500,Purple,Yes,171100,17,1100,13181,13181,1601,1,90,608090,-1,-1,-1,,0.86,0.86,0.876,0.854,0.891,0.876,0.905,0.886,"Armor of Blaidd, Knight of Ranni"
Briar Armor,,-,Body,"Battered iron armor from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",11.8,12.9,11.4,13.5,12.4,10.9,12.4,8.8,10.9,35,71,-,24,-,24,15,500,Purple,Yes,210100,21,0100,13241,13241,1670,1,90,608100,6021010,-1,-1,,0.871,0.865,0.886,0.876,0.891,0.876,0.912,0.891,Armor worn by Condor Knights
Briar Armor (Altered),,-,Body,"Battered iron armor from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",10.7,12.4,10.9,12.4,11.9,10.2,11.4,7.1,9.5,29,61,-,21,-,21,12,500,Purple,Yes,211100,21,1100,13251,13251,1671,1,90,608110,6021110,-1,-1,,0.876,0.876,0.891,0.881,0.898,0.886,0.929,0.905,Armor worn by Condor Knights
Fingerprint Armor,,-,Body,"Iron armor singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",10.6,13.5,11.9,11.9,11.9,9.5,12.6,6.7,9.5,32,60,-,11,-,23,19,500,Purple,Yes,950100,95,0100,14571,14571,1470,1,90,608120,-1,-1,-1,,0.865,0.881,0.881,0.881,0.905,0.874,0.933,0.905,Deformed armor of a mad knight in despair
Fingerprint Armor (Altered),,-,Body,"Iron armor singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",10.0,13.1,11.5,11.5,11.5,9.1,12.2,6.3,9.1,29,54,-,10,-,21,17,500,White,Yes,951100,95,1100,14581,14581,1471,1,90,608130,-1,-1,-1,,0.869,0.885,0.885,0.885,0.909,0.878,0.937,0.909,Deformed armor of a mad knight in despair
Royal Remains Armor,,-,Body,"Armor graced with gold human bones.
Worn by the unspeaking adherent of Sir Gideon the All-Knowing.

Slowly replenishes HP when HP is reduced.

It is said that the bones belong to an ancient lord―the soulless king. The lord of the lost and desperate, who was known as Ensha.",10.6,11.9,11.4,12.9,11.9,9.5,10.2,8.0,8.8,35,57,-,24,-,11,15,500,White,Yes,690100,69,0100,14061,14061,1310,1,90,608140,6069010,-1,-1,,0.881,0.871,0.886,0.881,0.905,0.898,0.92,0.912,Armor that mediates via body of famed ancestor
